DataLine	qPCRFile	Assay	SpikeSet	Date Performed	LabNotebook	QuantstudioFileName	KitsAnalyzed	NKits	HighestSTD	qPCRefficiency	rsquare	slope	DroppedDatapoints	STDequation	Well	Well Position	PeakCheck	Sample Name	Target Name	CT_original	Ct Mean	Ct SD	CT_checked	VariableKit	VariableSampleType	VariableAssay	VariableSpikeSet	VariableCT_checked	LogCopy	BacktransfCopy2uLRXN	Intercept	Slope	STDequation2	Kit_SampleType	NucleicAcid	 InputSampleVolume(uL) 	ElutionVolume(uL)	MilkEquivalentDNAuL	CopiesperuLDNA	CopiespermLofMilk	LogCopiespermLofMilk
797	22018-05-31TotalBact	Total Bacterial DNA	Second	Thu May 31 00:00:00 EDT 2018	115	22018-05-31TotalBact	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	103000000	0.984960974	0.992127	-3.3585	No	CT = 35.569614 - 3.3585*logcopy	79	G7	NA	PSoilP-9-NoTemplateControl	TotalBact16S	39.38183975	38.11444092	1.792375326	39.38183975	PSoilP	NoTemplateControl	Total Bacterial DNA	Second	39.38183975	-1.135097738	0.07	35.569614	-3.3585	CT = 35.569614 - 3.3585*logcopy	PSoilP_NoTemplateControl	DNA	500	100	5	0.035	7	0.84509804
1165	2018-07-25BovineTaqManFULL	Bovine DNA	Third	Wed Jul 25 00:00:00 EDT 2018	126	2018-07-25BovineTaqManFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	55500	0.874031422	0.99913	-3.666	No	CT = 41.102978 - 3.666*Quantity Mean	71	F11	NA	PSoilP-Third-6-NoTemplateControl	BovineUXT	Undetermined				PSoilP	NoTemplateControl	Bovine DNA	Third				41.102978	-3.666	CT = 41.102978 - 3.666*Quantity Mean	PSoilP_NoTemplateControl	DNA	500	100	5			
1567	2018-08-02Total16SFULL	Total Bacterial DNA	Third	Thu Aug 02 00:00:00 EDT 2018	138	2018-08-02Total16SFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	52300000	0.799495885	0.948915	-3.91925	No	CT = 40.92241 -3.91925*LogCopy	71	F11	NA	PSoilP-Third-6-NoTemplateControl	TotalBact16S	Undetermined	38.4333992			PSoilP	NoTemplateControl	Total Bacterial DNA	Third				40.92241	-3.91925	CT = 40.92241 -3.91925*LogCopy	PSoilP_NoTemplateControl	DNA	500	100	5			
1166	2018-07-25BovineTaqManFULL	Bovine DNA	Third	Wed Jul 25 00:00:00 EDT 2018	126	2018-07-25BovineTaqManFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	55500	0.874031422	0.99913	-3.666	No	CT = 41.102978 - 3.666*Quantity Mean	72	F12	NA	PSoilP-Third-6-NoTemplateControl	BovineUXT	Undetermined				PSoilP	NoTemplateControl	Bovine DNA	Third				41.102978	-3.666	CT = 41.102978 - 3.666*Quantity Mean	PSoilP_NoTemplateControl	DNA	500	100	5			
506	22018-05-29BovineUXT_DNA	Bovine DNA	Second	Tue May 29 00:00:00 EDT 2018	104	22018-05-29BovineUXT_DNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	275000	0.911546983	0.999001	-3.55385	No	CT = 40.658372 - 3.55385*Quantity Mean	79	G7	NA	PSoilP-9-NoTemplateControl	BovineUXT	Undetermined				PSoilP	NoTemplateControl	Bovine DNA	Second				40.658372	-3.55385	CT = 40.658372 - 3.55385*Quantity Mean	PSoilP_NoTemplateControl	DNA	500	100	5			
507	22018-05-29BovineUXT_DNA	Bovine DNA	Second	Tue May 29 00:00:00 EDT 2018	104	22018-05-29BovineUXT_DNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	275000	0.911546983	0.999001	-3.55385	No	CT = 40.658372 - 3.55385*Quantity Mean	80	G8	NA	PSoilP-9-NoTemplateControl	BovineUXT	Undetermined				PSoilP	NoTemplateControl	Bovine DNA	Second				40.658372	-3.55385	CT = 40.658372 - 3.55385*Quantity Mean	PSoilP_NoTemplateControl	DNA	500	100	5			
77	12018-04-19BovineDNATaqMan	Bovine DNA	First	Thu Apr 19 00:00:00 EDT 2018	82	12018-04-19BovineDNATaqMan	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	291000	0.927532819	0.999	-3.50875	No	CT = 40.423135 - 3.50875*Quantity Mean	81	G9	NA	PSoilP-9-NoTemplateControl	BovineUXT	Undetermined				PSoilP	NoTemplateControl	Bovine DNA	First				40.423135	-3.50875	CT = 40.423135 - 3.50875*Quantity Mean	PSoilP_NoTemplateControl	DNA	500	100	5			
78	12018-04-19BovineDNATaqMan	Bovine DNA	First	Thu Apr 19 00:00:00 EDT 2018	82	12018-04-19BovineDNATaqMan	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	291000	0.927532819	0.999	-3.50875	No	CT = 40.423135 - 3.50875*Quantity Mean	82	G10	NA	PSoilP-9-NoTemplateControl	BovineUXT	Undetermined				PSoilP	NoTemplateControl	Bovine DNA	First				40.423135	-3.50875	CT = 40.423135 - 3.50875*Quantity Mean	PSoilP_NoTemplateControl	DNA	500	100	5			
544	22018-05-29BacillusDNA	Bacillus wiedmannii	Second	Tue May 29 00:00:00 EDT 2018	106	22018-05-29BacillusDNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	12700000	0.866170458	0.996869	-3.6907	No	CT = 36.008208 - 3.6907*Quantity Mean	20	B8	Correct	PSoilP-2-NP40-InoculatedMilk-1	Bacillus_rpoB	21.72737694	21.74611282	0.026497893	21.72737694	PSoilP	NP40InoculatedMilk	Bacillus wiedmannii	Second	21.72737694	3.869409885	7403.04	36.008208	-3.6907	CT = 36.008208 - 3.6907*Quantity Mean	PSoilP_NP40InoculatedMilk	DNA	500	100	5	3701.52	740304	5.869410096
543	22018-05-29BacillusDNA	Bacillus wiedmannii	Second	Tue May 29 00:00:00 EDT 2018	106	22018-05-29BacillusDNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	12700000	0.866170458	0.996869	-3.6907	No	CT = 36.008208 - 3.6907*Quantity Mean	19	B7	Correct	PSoilP-2-NP40-InoculatedMilk-1	Bacillus_rpoB	21.76485062	21.74611282	0.026497893	21.76485062	PSoilP	NP40InoculatedMilk	Bacillus wiedmannii	Second	21.76485062	3.859256343	7231.97	36.008208	-3.6907	CT = 36.008208 - 3.6907*Quantity Mean	PSoilP_NP40InoculatedMilk	DNA	500	100	5	3615.985	723197	5.859256616
932	22018-06-01MycoF2	Mycobacterium smegmatis	Second	Fri Jun 01 00:00:00 EDT 2018	119	22018-06-01MycoF2	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	7830000	0.549733218	0.974622	-5.25605	No	CT = 46.551657 -5.25605*LogCopy	20	B8	Correct	PSoilP-2-NP40-InoculatedMilk-1	Mycobacterium_rpoB	22.70701027	22.97029495	0.372340769	22.70701027	PSoilP	NP40InoculatedMilk	Mycobacterium smegmatis	Second	22.70701027	4.53660957	34404.05	46.551657	-5.25605	CT = 46.551657 -5.25605*LogCopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	17202.025	3440405	6.53660957
931	22018-06-01MycoF2	Mycobacterium smegmatis	Second	Fri Jun 01 00:00:00 EDT 2018	119	22018-06-01MycoF2	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	7830000	0.549733218	0.974622	-5.25605	No	CT = 46.551657 -5.25605*LogCopy	19	B7	Correct	PSoilP-2-NP40-InoculatedMilk-1	Mycobacterium_rpoB	23.23357964	22.97029495	0.372340769	23.23357964	PSoilP	NP40InoculatedMilk	Mycobacterium smegmatis	Second	23.23357964	4.436426093	27316.57	46.551657	-5.25605	CT = 46.551657 -5.25605*LogCopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	13658.285	2731657	6.436426166
277	12018-04-24BacillusDNA	Bacillus wiedmannii	First	Tue Apr 24 00:00:00 EDT 2018	90	12018-04-24BacillusDNA	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	20500000	0.619585697	0.978597	-4.7754595	Yes-STD1-r2	CT = 42.428673 - 4.7754595*LogCopy	22	B10	Correct	PSoilP-2-NP40-InoculatedMilk-1	Bacillus_rpoB	24.25732231	24.32169342	0.091034494	24.25732231	PSoilP	NP40InoculatedMilk	Bacillus wiedmannii	First	24.25732231	3.805152298	6384.87	42.428673	-4.7754595	CT = 42.428673 - 4.7754595*LogCopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	3192.435	638487	5.805152059
276	12018-04-24BacillusDNA	Bacillus wiedmannii	First	Tue Apr 24 00:00:00 EDT 2018	90	12018-04-24BacillusDNA	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	20500000	0.619585697	0.978597	-4.7754595	Yes-STD1-r2	CT = 42.428673 - 4.7754595*LogCopy	21	B9	Correct	PSoilP-2-NP40-InoculatedMilk-1	Bacillus_rpoB	24.38606453	24.32169342	0.091034494	24.38606453	PSoilP	NP40InoculatedMilk	Bacillus wiedmannii	First	24.38606453	3.778193171	6000.58	42.428673	-4.7754595	CT = 42.428673 - 4.7754595*LogCopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	3000.29	600058	5.77819323
640	22018-05-30ListeriaDNA	Listeria monocytogenes	Second	Wed May 30 00:00:00 EDT 2018	113	22018-05-30ListeriaDNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	18300000	0.471265122	0.932234	-5.9633514	Yes-STD4/5-peak	CT = 50.662602 - 5.9633514*LogCop	19	B7	Correct	PSoilP-2-NP40-InoculatedMilk-1	Listeria_rpoB	24.99344063	25.27637863	0.400133401	24.99344063	PSoilP	NP40InoculatedMilk	Listeria monocytogenes	Second	24.99344063	4.304485792	20159.78	50.662602	-5.9633514	CT = 50.662602 - 5.9633514*LogCop	PSoilP_NP40InoculatedMilk	DNA	500	100	5	10079.89	2015978	6.304485788
835	22018-05-31Salmonella	Salmonella sp.	Second	Thu May 31 00:00:00 EDT 2018	117	22018-05-31Salmonella	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	23000000	0.846611048	0.984104	-3.7541	No	CT = 36.717462 - 3.7541*Logcopy	20	B8	Correct	PSoilP-2-NP40-InoculatedMilk-1	Salmonella_rpoB	25.1526413	25.27153397	0.168138281	25.1526413	PSoilP	NP40InoculatedMilk	Salmonella sp.	Second	25.1526413	3.080584082	1203.88	36.717462	-3.7541	CT = 36.717462 - 3.7541*Logcopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	601.94	120388	5.0805832
834	22018-05-31Salmonella	Salmonella sp.	Second	Thu May 31 00:00:00 EDT 2018	117	22018-05-31Salmonella	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	23000000	0.846611048	0.984104	-3.7541	No	CT = 36.717462 - 3.7541*Logcopy	19	B7	Correct	PSoilP-2-NP40-InoculatedMilk-1	Salmonella_rpoB	25.39042473	25.27153397	0.168138281	25.39042473	PSoilP	NP40InoculatedMilk	Salmonella sp.	Second	25.39042473	3.017244419	1040.51	36.717462	-3.7541	CT = 36.717462 - 3.7541*Logcopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	520.255	104051	5.017246258
641	22018-05-30ListeriaDNA	Listeria monocytogenes	Second	Wed May 30 00:00:00 EDT 2018	113	22018-05-30ListeriaDNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	18300000	0.471265122	0.932234	-5.9633514	Yes-STD4/5-peak	CT = 50.662602 - 5.9633514*LogCop	20	B8	Correct	PSoilP-2-NP40-InoculatedMilk-1	Listeria_rpoB	25.55931473	25.27637863	0.400133401	25.55931473	PSoilP	NP40InoculatedMilk	Listeria monocytogenes	Second	25.55931473	4.209593832	16202.94	50.662602	-5.9633514	CT = 50.662602 - 5.9633514*LogCop	PSoilP_NP40InoculatedMilk	DNA	500	100	5	8101.47	1620294	6.209593824
363	12018-04-30ListeriaRPTmyco	Listeria monocytogenes	First	Mon Apr 30 00:00:00 EDT 2018	93	12018-04-30ListeriaRPTmyco	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	15100000	0.6299849	0.979098	-4.7129	No	CT = 42.1536 - 4.7129*LogCopy	21	B9	Correct	PSoilP-2-NP40-InoculatedMilk-1	Listeria_rpoB	26.72396088	26.77976608	0.078919128	26.72396088	PSoilP	NP40InoculatedMilk	Listeria monocytogenes	First	26.72396088	3.273916086	1878.95	42.1536	-4.7129	CT = 42.1536 - 4.7129*LogCopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	939.475	187895	5.273915223
364	12018-04-30ListeriaRPTmyco	Listeria monocytogenes	First	Mon Apr 30 00:00:00 EDT 2018	93	12018-04-30ListeriaRPTmyco	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	15100000	0.6299849	0.979098	-4.7129	No	CT = 42.1536 - 4.7129*LogCopy	22	B10	Correct	PSoilP-2-NP40-InoculatedMilk-1	Listeria_rpoB	26.83556938	26.77976608	0.078919128	26.83556938	PSoilP	NP40InoculatedMilk	Listeria monocytogenes	First	26.83556938	3.250234594	1779.24	42.1536	-4.7129	CT = 42.1536 - 4.7129*LogCopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	889.62	177924	5.250234534
1030	12018-06-05MycoheatedStd	Mycobacterium smegmatis	First	Tue Jun 05 00:00:00 EDT 2018	121	12018-06-05MycoheatedStd	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	25600000	0.914711575	0.976676	-3.5448	No	CT = 36.855829 -3.5448*LogCopy	21	B9	Correct	PSoilP-2-NP40-InoculatedMilk-1	Mycobacterium_rpoB	28.11215401	28.28085518	0.238579482	28.11215401	PSoilP	NP40InoculatedMilk	Mycobacterium smegmatis	First	28.11215401	2.466620118	292.83	36.855829	-3.5448	CT = 36.855829 -3.5448*LogCopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	146.415	29283	4.466615567
1031	12018-06-05MycoheatedStd	Mycobacterium smegmatis	First	Tue Jun 05 00:00:00 EDT 2018	121	12018-06-05MycoheatedStd	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	25600000	0.914711575	0.976676	-3.5448	No	CT = 36.855829 -3.5448*LogCopy	22	B10	Correct	PSoilP-2-NP40-InoculatedMilk-1	Mycobacterium_rpoB	28.44955635	28.28085518	0.238579482	28.44955635	PSoilP	NP40InoculatedMilk	Mycobacterium smegmatis	First	28.44955635	2.371437782	235.2	36.855829	-3.5448	CT = 36.855829 -3.5448*LogCopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	117.6	23520	4.371437317
107	12018-04-20SalmonellaDNA	Salmonella sp.	First	Fri Apr 20 00:00:00 EDT 2018	84	12018-04-20SalmonellaDNA	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	14100000	0.856405116	0.992686	-3.722	No	CT = 36.536994 - 3.722*Log	21	B9	Correct	PSoilP-2-NP40-InoculatedMilk-1	Salmonella_rpoB	28.95273399	29.16837311	0.304959774	28.95273399	PSoilP	NP40InoculatedMilk	Salmonella sp.	First	28.95273399	2.037684043	109.06	36.536994	-3.722	CT = 36.536994 - 3.722*Log	PSoilP_NP40InoculatedMilk	DNA	500	100	5	54.53	10906	4.037665493
108	12018-04-20SalmonellaDNA	Salmonella sp.	First	Fri Apr 20 00:00:00 EDT 2018	84	12018-04-20SalmonellaDNA	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	14100000	0.856405116	0.992686	-3.722	No	CT = 36.536994 - 3.722*Log	22	B10	Correct	PSoilP-2-NP40-InoculatedMilk-1	Salmonella_rpoB	29.38401222	29.16837311	0.304959774	29.38401222	PSoilP	NP40InoculatedMilk	Salmonella sp.	First	29.38401222	1.921811332	83.52	36.536994	-3.722	CT = 36.536994 - 3.722*Log	PSoilP_NP40InoculatedMilk	DNA	500	100	5	41.76	8352	3.921790486
737	22018-05-31TotalBact	Total Bacterial DNA	Second	Thu May 31 00:00:00 EDT 2018	115	22018-05-31TotalBact	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	103000000	0.984960974	0.992127	-3.3585	No	CT = 35.569614 - 3.3585*logcopy	19	B7	NA	PSoilP-2-NP40-InoculatedMilk-1	TotalBact16S	18.72719765	18.83752823	0.156032354	18.72719765	PSoilP	NP40InoculatedMilk	Total Bacterial DNA	Second	18.72719765	5.014862693	103481.49	35.569614	-3.3585	CT = 35.569614 - 3.3585*logcopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	51740.745	10348149	7.014862673
738	22018-05-31TotalBact	Total Bacterial DNA	Second	Thu May 31 00:00:00 EDT 2018	115	22018-05-31TotalBact	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	103000000	0.984960974	0.992127	-3.3585	No	CT = 35.569614 - 3.3585*logcopy	20	B8	NA	PSoilP-2-NP40-InoculatedMilk-1	TotalBact16S	18.94786072	18.83752823	0.156032354	18.94786072	PSoilP	NP40InoculatedMilk	Total Bacterial DNA	Second	18.94786072	4.949159828	88952.84	35.569614	-3.3585	CT = 35.569614 - 3.3585*logcopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	44476.42	8895284	6.949159818
191	12018-04-23Total16S	Total Bacterial DNA	First	Mon Apr 23 00:00:00 EDT 2018	86	12018-04-23Total16S	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	2170020	0.702473264	0.915315	-8.655	No	CT = 38.223829 - 4.3275*LogCopy	21	B9	NA	PSoilP-2-NP40-InoculatedMilk-1	TotalBact16S	20.31616592	20.3329258	0.023702038	20.31616592	PSoilP	NP40InoculatedMilk	Total Bacterial DNA	First	20.31616592	4.138108163	13743.84	38.223829	-4.3275	CT = 38.223829 - 4.3275*LogCopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	6871.92	1374384	6.138108091
192	12018-04-23Total16S	Total Bacterial DNA	First	Mon Apr 23 00:00:00 EDT 2018	86	12018-04-23Total16S	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	2170021	0.702473264	0.915315	-8.655	No	CT = 38.223829 - 4.3275*LogCopy	22	B10	NA	PSoilP-2-NP40-InoculatedMilk-1	TotalBact16S	20.34968567	20.3329258	0.023702038	20.34968567	PSoilP	NP40InoculatedMilk	Total Bacterial DNA	First	20.34968567	4.13036241	13500.89	38.223829	-4.3275	CT = 38.223829 - 4.3275*LogCopy	PSoilP_NP40InoculatedMilk	DNA	500	100	5	6750.445	1350089	6.130362399
447	22018-05-29BovineUXT_DNA	Bovine DNA	Second	Tue May 29 00:00:00 EDT 2018	104	22018-05-29BovineUXT_DNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	275000	0.911546983	0.999001	-3.55385	No	CT = 40.658372 - 3.55385*Quantity Mean	20	B8	NA	PSoilP-2-NP40-InoculatedMilk-1	BovineUXT	31.8463192	31.93224335	0.121516444	31.8463192	PSoilP	NP40InoculatedMilk	Bovine DNA	Second	31.8463192	2.479579274	301.7	40.658372	-3.55385	CT = 40.658372 - 3.55385*Quantity Mean	PSoilP_NP40InoculatedMilk	DNA	500	100	5	150.85	30170	4.47957531
446	22018-05-29BovineUXT_DNA	Bovine DNA	Second	Tue May 29 00:00:00 EDT 2018	104	22018-05-29BovineUXT_DNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	275000	0.911546983	0.999001	-3.55385	No	CT = 40.658372 - 3.55385*Quantity Mean	19	B7	NA	PSoilP-2-NP40-InoculatedMilk-1	BovineUXT	32.0181694	31.93224335	0.121516444	32.0181694	PSoilP	NP40InoculatedMilk	Bovine DNA	Second	32.0181694	2.431223208	269.91	40.658372	-3.55385	CT = 40.658372 - 3.55385*Quantity Mean	PSoilP_NP40InoculatedMilk	DNA	500	100	5	134.955	26991	4.431218975
22	12018-04-19BovineDNATaqMan	Bovine DNA	First	Thu Apr 19 00:00:00 EDT 2018	82	12018-04-19BovineDNATaqMan	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	291000	0.927532819	0.999	-3.50875	No	CT = 40.423135 - 3.50875*Quantity Mean	22	B10	NA	PSoilP-2-NP40-InoculatedMilk-1	BovineUXT	32.51358795	32.61148071	0.138441265	32.51358795	PSoilP	NP40InoculatedMilk	Bovine DNA	First	32.51358795	2.254234998	179.57	40.423135	-3.50875	CT = 40.423135 - 3.50875*Quantity Mean	PSoilP_NP40InoculatedMilk	DNA	500	100	5	89.785	17957	4.254233783
21	12018-04-19BovineDNATaqMan	Bovine DNA	First	Thu Apr 19 00:00:00 EDT 2018	82	12018-04-19BovineDNATaqMan	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	291000	0.927532819	0.999	-3.50875	No	CT = 40.423135 - 3.50875*Quantity Mean	21	B9	NA	PSoilP-2-NP40-InoculatedMilk-1	BovineUXT	32.70937347	32.61148071	0.138441265	32.70937347	PSoilP	NP40InoculatedMilk	Bovine DNA	First	32.70937347	2.198435775	157.92	40.423135	-3.50875	CT = 40.423135 - 3.50875*Quantity Mean	PSoilP_NP40InoculatedMilk	DNA	500	100	5	78.96	15792	4.198437135
531	22018-05-29BacillusDNA	Bacillus wiedmannii	Second	Tue May 29 00:00:00 EDT 2018	106	22018-05-29BacillusDNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	12700000	0.866170458	0.996869	-3.6907	No	CT = 36.008208 - 3.6907*Quantity Mean	7	A7	IncorrectPeak	PSoilP-1-UninoculatedMilk	Bacillus_rpoB	35.23077011	35.50323486	0.385326058		PSoilP	UninoculatedMilk	Bacillus wiedmannii	Second				36.008208	-3.6907	CT = 36.008208 - 3.6907*Quantity Mean	PSoilP_UninoculatedMilk	DNA	500	100	5			
628	22018-05-30ListeriaDNA	Listeria monocytogenes	Second	Wed May 30 00:00:00 EDT 2018	113	22018-05-30ListeriaDNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	18300000	0.471265122	0.932234	-5.9633514	Yes-STD4/5-peak	CT = 50.662602 - 5.9633514*LogCop	7	A7	IncorrectPeak	PSoilP-1-UninoculatedMilk	Listeria_rpoB	33.37021637	33.8871994	0.731127083		PSoilP	UninoculatedMilk	Listeria monocytogenes	Second				50.662602	-5.9633514	CT = 50.662602 - 5.9633514*LogCop	PSoilP_UninoculatedMilk	DNA	500	100	5			
822	22018-05-31Salmonella	Salmonella sp.	Second	Thu May 31 00:00:00 EDT 2018	117	22018-05-31Salmonella	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	23000000	0.846611048	0.984104	-3.7541	No	CT = 36.717462 - 3.7541*Logcopy	7	A7	IncorrectPeak	PSoilP-1-UninoculatedMilk	Salmonella_rpoB	35.64394379	36.32459259	0.962585449		PSoilP	UninoculatedMilk	Salmonella sp.	Second				36.717462	-3.7541	CT = 36.717462 - 3.7541*Logcopy	PSoilP_UninoculatedMilk	DNA	500	100	5			
919	22018-06-01MycoF2	Mycobacterium smegmatis	Second	Fri Jun 01 00:00:00 EDT 2018	119	22018-06-01MycoF2	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	7830000	0.549733218	0.974622	-5.25605	No	CT = 46.551657 -5.25605*LogCopy	7	A7	IncorrectPeak	PSoilP-1-UninoculatedMilk	Mycobacterium_rpoB	32.97909927	33.37958527	0.56637001		PSoilP	UninoculatedMilk	Mycobacterium smegmatis	Second				46.551657	-5.25605	CT = 46.551657 -5.25605*LogCopy	PSoilP_UninoculatedMilk	DNA	500	100	5			
532	22018-05-29BacillusDNA	Bacillus wiedmannii	Second	Tue May 29 00:00:00 EDT 2018	106	22018-05-29BacillusDNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	12700000	0.866170458	0.996869	-3.6907	No	CT = 36.008208 - 3.6907*Quantity Mean	8	A8	IncorrectPeak	PSoilP-1-UninoculatedMilk	Bacillus_rpoB	35.77570343	35.50323486	0.385326058		PSoilP	UninoculatedMilk	Bacillus wiedmannii	Second				36.008208	-3.6907	CT = 36.008208 - 3.6907*Quantity Mean	PSoilP_UninoculatedMilk	DNA	500	100	5			
629	22018-05-30ListeriaDNA	Listeria monocytogenes	Second	Wed May 30 00:00:00 EDT 2018	113	22018-05-30ListeriaDNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	18300000	0.471265122	0.932234	-5.9633514	Yes-STD4/5-peak	CT = 50.662602 - 5.9633514*LogCop	8	A8	IncorrectPeak	PSoilP-1-UninoculatedMilk	Listeria_rpoB	34.40418625	33.8871994	0.731127083		PSoilP	UninoculatedMilk	Listeria monocytogenes	Second				50.662602	-5.9633514	CT = 50.662602 - 5.9633514*LogCop	PSoilP_UninoculatedMilk	DNA	500	100	5			
823	22018-05-31Salmonella	Salmonella sp.	Second	Thu May 31 00:00:00 EDT 2018	117	22018-05-31Salmonella	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	23000000	0.846611048	0.984104	-3.7541	No	CT = 36.717462 - 3.7541*Logcopy	8	A8	IncorrectPeak	PSoilP-1-UninoculatedMilk	Salmonella_rpoB	37.00524521	36.32459259	0.962585449		PSoilP	UninoculatedMilk	Salmonella sp.	Second				36.717462	-3.7541	CT = 36.717462 - 3.7541*Logcopy	PSoilP_UninoculatedMilk	DNA	500	100	5			
920	22018-06-01MycoF2	Mycobacterium smegmatis	Second	Fri Jun 01 00:00:00 EDT 2018	119	22018-06-01MycoF2	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	7830000	0.549733218	0.974622	-5.25605	No	CT = 46.551657 -5.25605*LogCopy	8	A8	IncorrectPeak	PSoilP-1-UninoculatedMilk	Mycobacterium_rpoB	33.78006744	33.37958527	0.56637001		PSoilP	UninoculatedMilk	Mycobacterium smegmatis	Second				46.551657	-5.25605	CT = 46.551657 -5.25605*LogCopy	PSoilP_UninoculatedMilk	DNA	500	100	5			
95	12018-04-20SalmonellaDNA	Salmonella sp.	First	Fri Apr 20 00:00:00 EDT 2018	84	12018-04-20SalmonellaDNA	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	14100000	0.856405116	0.992686	-3.722	No	CT = 36.536994 - 3.722*Log	9	A9	IncorrectPeak	PSoilP-1-UninoculatedMilk	Salmonella_rpoB	Undetermined				PSoilP	UninoculatedMilk	Salmonella sp.	First				36.536994	-3.722	CT = 36.536994 - 3.722*Log	PSoilP_UninoculatedMilk	DNA	500	100	5			
264	12018-04-24BacillusDNA	Bacillus wiedmannii	First	Tue Apr 24 00:00:00 EDT 2018	90	12018-04-24BacillusDNA	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	20500000	0.619585697	0.978597	-4.7754595	Yes-STD1-r2	CT = 42.428673 - 4.7754595*LogCopy	9	A9	IncorrectPeak	PSoilP-1-UninoculatedMilk	Bacillus_rpoB	33.45406723	33.66892242	0.30385384		PSoilP	UninoculatedMilk	Bacillus wiedmannii	First				42.428673	-4.7754595	CT = 42.428673 - 4.7754595*LogCopy	PSoilP_UninoculatedMilk	DNA	500	100	5			
