DataLine	qPCRFile	Assay	DatePerformed	LabNotebook	HighestSTD	qPCRefficiency	rsquare	slope	STDequation	Well	WellPosition	PeakCheck	SampleName	TargetName	CT	CT_checked	SampID	BioRep	MilkType	FrozenGlycerol	Buffer	Enzyme	PMA	LightSource	DNAextrNotes	Formula	LogCopyNRXN	BackTransfRXN	InputSampleVolume.uL.	ElutionVolume.uL.	MilkEquivalentDNAuL	CopiesperuLDNA	CopiespermLofMilk	LogCopiespermLofMilk
97	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	63	F3	NA	Sample 22	Total16S	24.322	24.322	22	B1	Spiked	No	Yes	10X	PMA	BLUV		CTjmp = 35.680964 - 3.8710714*LogCopies	2.934223261	859.4552355	200	90	2.222222222	429.7276177	193377.428	5.28640578
98	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	75	G3	NA	Sample 23	Total16S	24.184	24.184	23	B1	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 35.680964 - 3.8710714*LogCopies	2.970025668	933.3094613	200	90	2.222222222	466.6547307	209994.6288	5.322208187
99	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	87	H3	NA	Sample 24	Total16S	24.995	24.995	24	B1	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 35.680964 - 3.8710714*LogCopies	2.76047149	576.0650001	200	90	2.222222222	288.0325001	129614.625	5.112654008
124	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	7	A7	NA	Sample 49	Total16S	23.292	23.292	49	B2	Spiked	No	Yes	No	PMA	BLUV		CTjmp = 35.680964 - 3.8710714*LogCopies	3.200495749	1586.703388	200	90	2.222222222	793.3516941	357008.2624	5.552678267
125	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	19	B7	NA	Sample 50	Total16S	23.799	23.799	50	B2	Spiked	No	Yes	No	PMA	BLUV		CTjmp = 35.680964 - 3.8710714*LogCopies	3.069339002	1173.110716	200	90	2.222222222	586.5553581	263949.9112	5.42152152
126	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	31	C7	NA	Sample 51	Total16S	23.451	23.451	51	B2	Spiked	No	Yes	No	PMA	Halogen		CTjmp = 35.680964 - 3.8710714*LogCopies	3.15933355	1443.223361	200	90	2.222222222	721.6116803	324725.2561	5.511516068
127	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	43	D7	NA	Sample 52	Total16S	22.509	22.509	52	B2	Spiked	No	Yes	No	PMA	Halogen		CTjmp = 35.680964 - 3.8710714*LogCopies	3.402583764	2526.87503	200	90	2.222222222	1263.437515	568546.8819	5.754766282
128	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	55	E7	NA	Sample 53	Total16S	23.882	23.882	53	B2	Spiked	No	Yes	1x	PMA	BLUV		CTjmp = 35.680964 - 3.8710714*LogCopies	3.048060952	1117.020007	200	90	2.222222222	558.5100037	251329.5017	5.40024347
129	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	67	F7	NA	Sample 54	Total16S	24.13	24.13	54	B2	Spiked	No	Yes	1x	PMA	BLUV		CTjmp = 35.680964 - 3.8710714*LogCopies	2.983841496	963.4773206	200	90	2.222222222	481.7386603	216782.3972	5.336024014
130	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	79	G7	NA	Sample 55	Total16S	23.612	23.612	55	B2	Spiked	No	Yes	1x	PMA	Halogen		CTjmp = 35.680964 - 3.8710714*LogCopies	3.1177688	1311.501524	200	90	2.222222222	655.7507621	295087.843	5.469951318
131	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	91	H7	NA	Sample 56	Total16S	23.901	23.901	56	B2	Spiked	No	Yes	1x	PMA	Halogen		CTjmp = 35.680964 - 3.8710714*LogCopies	3.043030789	1104.156894	200	90	2.222222222	552.0784471	248435.3012	5.395213307
132	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	8	A8	NA	Sample 57	Total16S	24.772	24.772	57	B2	Spiked	No	Yes	10X	PMA	BLUV		CTjmp = 35.680964 - 3.8710714*LogCopies	2.818017566	657.6844378	200	90	2.222222222	328.8422189	147978.9985	5.170200084
133	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	20	B8	NA	Sample 58	Total16S	24.16	24.16	58	B2	Spiked	No	Yes	10X	PMA	BLUV		CTjmp = 35.680964 - 3.8710714*LogCopies	2.976193026	946.6578191	200	90	2.222222222	473.3289096	212998.0093	5.328375545
134	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	32	C8	NA	Sample 59	Total16S	24.399	24.399	59	B2	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 35.680964 - 3.8710714*LogCopies	2.914415976	821.1376706	200	90	2.222222222	410.5688353	184755.9759	5.266598495
135	2019-03-01Total16S	Total16S	3/1/19	2p17	7	81.30005374	0.9962	-3.87	CTjmp = 35.680964 - 3.8710714*LogCopies	44	D8	NA	Sample 60	Total16S	24.337	24.337	60	B2	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 35.680964 - 3.8710714*LogCopies	2.930477615	852.0745918	200	90	2.222222222	426.0372959	191716.7832	5.282660133
163	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	50	E2	Correct	Sample 13	Listeria-rpoB	27.155	27.155	13	B1	Spiked	No	Yes	No	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.889066962	774.581218	200	90	2.222222222	387.29	"174,280.77"	5.24
164	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	62	F2	Correct	Sample 14	Listeria-rpoB	27.707	27.707	14	B1	Spiked	No	Yes	No	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.751065575	563.7227675	200	90	2.222222222	281.86	"126,837.62"	5.1
165	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	74	G2	Correct	Sample 15	Listeria-rpoB	27.769	27.769	15	B1	Spiked	No	Yes	No	No	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	2.735466132	543.8337195	200	90	2.222222222	271.92	"122,362.59"	5.09
166	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	86	H2	Correct	Sample 16	Listeria-rpoB	27.91	27.91	16	B1	Spiked	No	Yes	No	No	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	2.700261531	501.4891381	200	90	2.222222222	250.74	"112,835.06"	5.05
167	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	3	A3	Correct	Sample 17	Listeria-rpoB	27.288	27.288	17	B1	Spiked	No	Yes	1x	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.855815868	717.4900253	200	90	2.222222222	358.75	"161,435.26"	5.21
168	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	15	B3	Correct	Sample 18	Listeria-rpoB	26.85	26.85	18	B1	Spiked	No	Yes	1x	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.965093985	922.7711011	200	90	2.222222222	461.39	"207,623.50"	5.32
169	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	27	C3	Correct	Sample 19	Listeria-rpoB	27.251	27.251	19	B1	Spiked	No	Yes	1x	PMA	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	2.865005979	732.834622	200	90	2.222222222	366.42	"164,887.79"	5.22
170	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	39	D3	Correct	Sample 20	Listeria-rpoB	27.117	27.117	20	B1	Spiked	No	Yes	1x	PMA	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	2.898555082	791.6898588	200	90	2.222222222	395.84	"178,130.22"	5.25
171	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	51	E3	Correct	Sample 21	Listeria-rpoB	27.115	27.115	21	B1	Spiked	No	Yes	10X	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.898897911	792.3150603	200	90	2.222222222	396.16	"178,270.89"	5.25
172	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	63	F3	Correct	Sample 22	Listeria-rpoB	26.955	26.955	22	B1	Spiked	No	Yes	10X	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.938863499	868.6873528	200	90	2.222222222	434.34	"195,454.65"	5.29
173	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	75	G3	Correct	Sample 23	Listeria-rpoB	26.8	26.8	23	B1	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	2.977664707	949.8711707	200	90	2.222222222	474.94	"213,721.01"	5.33
174	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	87	H3	Correct	Sample 24	Listeria-rpoB	27.667	27.667	24	B1	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	2.760968523	576.7246622	200	90	2.222222222	288.36	"129,763.05"	5.11
199	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	7	A7	Correct	Sample 49	Listeria-rpoB	27.417	27.417	49	B2	Spiked	No	Yes	No	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.823495514	666.032642	200	90	2.222222222	333.02	"149,857.34"	5.18
200	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	19	B7	Correct	Sample 50	Listeria-rpoB	27.902	27.902	50	B2	Spiked	No	Yes	No	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.702339963	503.8949	200	90	2.222222222	251.95	"113,376.35"	5.05
201	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	31	C7	Correct	Sample 51	Listeria-rpoB	27.588	27.588	51	B2	Spiked	No	Yes	No	PMA	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	2.780628037	603.4315834	200	90	2.222222222	301.72	"135,772.11"	5.13
202	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	43	D7	Correct	Sample 52	Listeria-rpoB	26.737	26.737	52	B2	Spiked	No	Yes	No	PMA	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	2.993539749	985.2348122	200	90	2.222222222	492.62	"221,677.83"	5.35
203	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	55	E7	Correct	Sample 53	Listeria-rpoB	26.84	26.84	53	B2	Spiked	No	Yes	1x	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.967748408	928.4283813	200	90	2.222222222	464.21	"208,896.39"	5.32
204	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	67	F7	Correct	Sample 54	Listeria-rpoB	27.015	27.015	54	B2	Spiked	No	Yes	1x	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.923848152	839.1665267	200	90	2.222222222	419.58	"188,812.47"	5.28
205	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	79	G7	Correct	Sample 55	Listeria-rpoB	26.547	26.547	55	B2	Spiked	No	Yes	1x	PMA	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	3.041042334	1099.112972	200	90	2.222222222	549.56	"247,300.42"	5.39
206	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	91	H7	Correct	Sample 56	Listeria-rpoB	26.805	26.805	56	B2	Spiked	No	Yes	1x	PMA	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	2.976489837	947.3050168	200	90	2.222222222	473.65	"213,143.63"	5.33
207	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	8	A8	Correct	Sample 57	Listeria-rpoB	27.314	27.314	57	B2	Spiked	No	Yes	10X	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.84923679	706.7027635	200	90	2.222222222	353.35	"159,008.12"	5.2
208	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	20	B8	Correct	Sample 58	Listeria-rpoB	26.8	26.8	58	B2	Spiked	No	Yes	10X	PMA	BLUV		CTjmp = 38.711445 - 4.0001951*LogCopies	2.977741951	950.0401304	200	90	2.222222222	475.02	"213,759.03"	5.33
209	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	32	C8	Correct	Sample 59	Listeria-rpoB	26.865	26.865	59	B2	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	2.961426332	915.0110367	200	90	2.222222222	457.51	"205,877.48"	5.31
210	2019-03-01Listeria-rpoB	Listeria-rpoB	3/1/19	2p19	6.210505044	77.82294842	0.99689	-4.0001951	CTjmp = 38.711445 - 4.0001951*LogCopies	44	D8	Correct	Sample 60	Listeria-rpoB	26.812	26.812	60	B2	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 38.711445 - 4.0001951*LogCopies	2.974646952	943.2937383	200	90	2.222222222	471.65	"212,241.09"	5.33
238	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	50	E2	Correct	Sample 13	Salmonella-rpoB	26.249	26.249	13	B1	Spiked	No	Yes	No	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies	3.733951762	5419.40692	200	90	2.222222222	2709.70346	1219366.557	6.08613428
239	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	62	F2	Correct	Sample 14	Salmonella-rpoB	26.871	26.871	14	B1	Spiked	No	Yes	No	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies	3.598822083	3970.28866	200	90	2.222222222	1985.14433	893314.9487	5.951004602
240	2019-03-06Salmonella-rpoB	Salmonella-rpoB	43534	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	74	G2	Correct	Sample 15	Salmonella-rpoB	26.668	26.668	15	B1	Spiked	No	Yes	No	No	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies	3.642950612	4394.916341	200	90	2.222222222	2197.45817	988856.1768	5.995133131
241	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	86	H2	Correct	Sample 16	Salmonella-rpoB	27.17	27.17	16	B1	Spiked	No	Yes	No	No	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies	3.533796503	3418.192387	200	90	2.222222222	1709.096194	769093.2872	5.885979021
242	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	3	A3	Correct	Sample 17	Salmonella-rpoB	34.639	34.639	17	B1	Spiked	No	Yes	1x	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies	1.910217748	81.32381574	200	90	2.222222222	40.66190787	18297.85854	4.262400266
243	2019-03-06Salmonella-rpoB	Salmonella-rpoB	43535	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	15	B3	Correct	Sample 18	Salmonella-rpoB	32.825	32.825	18	B1	Spiked	No	Yes	1x	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies	2.304519296	201.6133545	200	90	2.222222222	100.8066772	45363.00476	4.656701814
244	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	27	C3	Correct	Sample 19	Salmonella-rpoB	32.519	32.519	19	B1	Spiked	No	Yes	1x	PMA	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies	2.371068265	235.0002182	200	90	2.222222222	117.5001091	52875.04909	4.723250784
245	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	39	D3	Correct	Sample 20	Salmonella-rpoB	35.473	35.473	20	B1	Spiked	No	Yes	1x	PMA	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies	1.728766921	53.55091815	200	90	2.222222222	26.77545908	12048.95659	4.08094944
246	2019-03-06Salmonella-rpoB	Salmonella-rpoB	43536	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	51	E3	IncorrectPeak	Sample 21	Salmonella-rpoB	Undetermined		21	B1	Spiked	No	Yes	10X	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies			200	90	2.222222222			
247	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	63	F3	IncorrectPeak	Sample 22	Salmonella-rpoB	Undetermined		22	B1	Spiked	No	Yes	10X	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies			200	90	2.222222222			
248	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	75	G3	IncorrectPeak	Sample 23	Salmonella-rpoB	Undetermined		23	B1	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies			200	90	2.222222222			
249	2019-03-06Salmonella-rpoB	Salmonella-rpoB	43537	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	87	H3	IncorrectPeak	Sample 24	Salmonella-rpoB	Undetermined		24	B1	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies			200	90	2.222222222			
274	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	7	A7	Correct	Sample 49	Salmonella-rpoB	26.471	26.471	49	B2	Spiked	No	Yes	No	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies	3.685812415	4850.789345	200	90	2.222222222	2425.394672	1091427.603	6.037994933
275	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	19	B7	Correct	Sample 50	Salmonella-rpoB	26.505	26.505	50	B2	Spiked	No	Yes	No	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies	3.678331471	4767.94757	200	90	2.222222222	2383.973785	1072788.203	6.030513989
276	2019-03-06Salmonella-rpoB	Salmonella-rpoB	43546	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	31	C7	Correct	Sample 51	Salmonella-rpoB	26.659	26.659	51	B2	Spiked	No	Yes	No	PMA	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies	3.644931765	4415.010744	200	90	2.222222222	2207.505372	993377.4175	5.997114283
277	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	43	D7	Correct	Sample 52	Salmonella-rpoB	25.565	25.565	52	B2	Spiked	No	Yes	No	PMA	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies	3.882686209	7632.840883	200	90	2.222222222	3816.420441	1717389.199	6.234868727
278	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	55	E7	Correct	Sample 53	Salmonella-rpoB	28.895	28.895	53	B2	Spiked	No	Yes	1x	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies	3.158825909	1441.537383	200	90	2.222222222	720.7686913	324345.9111	5.511008427
279	2019-03-06Salmonella-rpoB	Salmonella-rpoB	43547	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	67	F7	Correct	Sample 54	Salmonella-rpoB	28.98	28.98	54	B2	Spiked	No	Yes	1x	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies	3.140259137	1381.208166	200	90	2.222222222	690.6040828	310771.8373	5.492441655
280	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	79	G7	Correct	Sample 55	Salmonella-rpoB	28.073	28.073	55	B2	Spiked	No	Yes	1x	PMA	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies	3.337586548	2175.637561	200	90	2.222222222	1087.81878	489518.4512	5.689769066
281	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	91	H7	Correct	Sample 56	Salmonella-rpoB	28.268	28.268	56	B2	Spiked	No	Yes	1x	PMA	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies	3.295021213	1972.519083	200	90	2.222222222	986.2595416	443816.7938	5.647203732
282	2019-03-06Salmonella-rpoB	Salmonella-rpoB	43548	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	8	A8	Correct	Sample 57	Salmonella-rpoB	30.828	30.828	57	B2	Spiked	No	Yes	10X	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies	2.738622599	547.8007203	200	90	2.222222222	273.9003602	123255.1621	5.090805117
283	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	20	B8	Correct	Sample 58	Salmonella-rpoB	30.67	30.67	58	B2	Spiked	No	Yes	10X	PMA	BLUV		CTjmp = 43.425528 - 4.6000057*LogCopies	2.773029882	592.9661224	200	90	2.222222222	296.4830612	133417.3776	5.1252124
284	2019-03-06Salmonella-rpoB	Salmonella-rpoB	3/6/19	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	32	C8	Correct	Sample 59	Salmonella-rpoB	30.684	30.684	59	B2	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies	2.769847101	588.6363823	200	90	2.222222222	294.3181911	132443.186	5.12202962
285	2019-03-06Salmonella-rpoB	Salmonella-rpoB	43549	2p24	6.928919542	64.96378421	0.984575	-4.600057	CTjmp = 43.425528 - 4.6000057*LogCopies	44	D8	Correct	Sample 60	Salmonella-rpoB	30.04	30.04	60	B2	Spiked	No	Yes	10X	PMA	Halogen		CTjmp = 43.425528 - 4.6000057*LogCopies	2.909848391	812.546812	200	90	2.222222222	406.273406	182823.0327	5.262030909
